,t,x,y,vx,vy,s
0,95.89277777777778,350000,-980000,-4.737582206726074,-9.841385841369627,782.1675415039062
1,640.07,350000,-990500,-609.5990600585938,-350.1802673339844,14.970725059509276
2,670.9481818181819,350000,-991000,-613.200927734375,-354.1217956542969,18.8427734375
3,744.4780000000001,350000,-999000,-601.5181884765625,-431.6178894042969,28.71029663085937
4,88.76714285714286,350500,-980000,-4.23668098449707,-7.212046146392822,839.2943115234375
5,728.0621428571429,350500,-991000,-613.8744506835938,-359.3253479003906,21.71814727783203
6,708.9777777777778,350500,-991500,-616.4057006835938,-369.0702209472656,21.590408325195312
7,750.875238095238,350500,-998500,-602.4750366210938,-431.5231018066406,24.631101608276367
8,750.05,350500,-999000,-600.6002807617188,-435.0686950683594,33.690162658691406
9,66.90914285714287,351000,-980000,-4.300608158111572,-4.410959243774414,905.8466186523438
10,700.8606666666667,351000,-991500,-617.412353515625,-373.7992858886719,28.054540634155277
11,707.1166666666667,351000,-992000,-617.6951904296875,-377.3466796875,33.69635772705078
12,741.7715384615385,351000,-998000,-603.5258178710938,-431.9948120117188,25.83133316040039
13,745.0325,351000,-998500,-601.191162109375,-435.1487121582031,27.61398696899414
14,54.89166666666667,351500,-980000,-3.624421358108521,-2.1216259002685547,983.7679443359376
15,55.15416666666667,351500,-980500,-3.060413122177124,-0.143480896949768,929.5538330078124
16,752.0712500000001,351500,-992000,-618.98876953125,-382.2861328125,34.283111572265625
17,777.4814285714285,351500,-992500,-619.3056030273438,-386.4461364746094,36.64310073852539
18,738.7216666666667,351500,-997500,-604.735107421875,-432.3739929199219,31.631431579589844
19,738.9793333333333,351500,-998000,-603.2529296875,-436.0422058105469,27.00096893310547
20,29.852571428571427,352000,-980500,-2.313652992248535,0.0769943371415138,968.0606079101562
21,736.0294444444445,352000,-992500,-618.2625732421875,-391.3775634765625,29.47020149230957
22,688.52,352000,-993000,-617.1755981445312,-395.4031677246094,25.74298858642578
23,725.9380952380952,352000,-997500,-605.1654052734375,-437.2234497070313,30.37826156616211
24,16.492857142857144,352500,-980500,-1.699806809425354,-1.78506600856781,999.3140258789062
25,724.7428380667087,352500,-990500,-612.8864135742188,-381.6092834472656,28.48094367980957
26,704.93,352500,-993000,-617.4318237304688,-403.71429443359375,29.640899658203125
27,777.26,352500,-993500,-616.6702270507812,-408.8038635253906,34.54568862915039
28,704.5331578947367,352500,-997000,-606.6080322265625,-442.1537170410156,34.1054573059082
29,713.5550000000001,352500,-997500,-604.075439453125,-445.26849365234375,31.867107391357425
30,37.42914285714286,353000,-980500,-0.0063319690525531,-2.739150047302246,982.455078125
31,727.2356961812743,353000,-990500,-613.2169189453125,-386.9388122558594,34.00996398925781
32,802.519,353000,-993500,-616.9149780273438,-414.2772521972656,32.36497497558594
33,771.89,353000,-994000,-616.5227661132812,-418.2792053222656,28.569053649902344
34,717.2490909090909,353000,-996500,-608.3200073242188,-443.4644470214844,36.544525146484375
35,704.3230000000001,353000,-997000,-606.2491455078125,-446.23284912109375,32.49095153808594
36,759.565,353500,-1000000,-593.7803955078125,-468.7369384765625,22.42095375061035
37,54.48875,353500,-980500,1.1491668224334717,-3.431779146194458,853.0369873046875
38,62.64454545454546,353500,-981000,1.3509575128555298,-3.666671752929688,806.3141479492188
39,736.6136899857037,353500,-990500,-613.5657958984375,-392.0236206054688,41.73820495605469
40,722.067619047619,353500,-994000,-616.5537719726562,-422.7885437011719,27.822052001953125
41,734.8900000000001,353500,-994500,-615.0157470703125,-426.7464599609375,29.267492294311523
42,727.2033333333334,353500,-996000,-609.2254638671875,-444.1057739257813,38.084014892578125
43,727.5822222222222,353500,-996500,-607.8639526367188,-447.6070556640625,35.9998664855957
44,767.2408333333333,354000,-1000000,-593.342041015625,-473.3346862792969,31.4802303314209
