,center_index,t_mean,t_std,t_count,t_sem,t_sem_check,x,y
19684,505000_-860000,2064.3972727272726,30.392504900263994,22,6.4797038165776835,6.4797038165776835,505000,-860000
19685,505000_-860500,2062.1428571428573,36.7513971357356,21,8.019812346185317,8.019812346185317,505000,-860500
19686,505000_-861000,2130.85,,1,,,505000,-861000
19687,505000_-866000,2251.0466666666666,11.574290475013925,9,3.8580968250046417,3.8580968250046417,505000,-866000
19688,505000_-866500,2233.4829999999997,40.82410537905258,20,9.128547474817639,9.128547474817639,505000,-866500
19689,505000_-868000,2250.639090909091,5.614872134867325,11,1.6929476470160654,1.6929476470160654,505000,-868000
19690,505000_-868500,2254.0950000000003,0.21213203435596656,8,0.0750000000000008,0.0750000000000008,505000,-868500
19691,505000_-870500,2022.8700000000001,31.903179664843123,34,5.4713501740678545,5.4713501740678545,505000,-870500
19692,505000_-877000,1910.425789473684,6.453952549312165,19,1.4806382604662331,1.4806382604662331,505000,-877000
19693,505000_-887500,1676.5516666666667,23.390098018052893,18,5.513098973727742,5.513098973727742,505000,-887500
19694,505000_-889000,1675.01,,1,,,505000,-889000
19695,505000_-889500,1634.1036842105264,20.012672710206832,19,4.591221996523465,4.591221996523465,505000,-889500
19696,505000_-890000,1609.7822222222221,3.2471916473732207,18,0.765370411223307,0.765370411223307,505000,-890000
19697,505000_-890500,1592.4360000000001,4.351497443409435,5,1.946048817476008,1.946048817476008,505000,-890500
19698,505000_-895000,1653.7977777777778,3.0708488107201077,18,0.723806006019611,0.723806006019611,505000,-895000
19699,505000_-895500,1640.6946666666665,5.407066628386325,15,1.396098600238275,1.396098600238275,505000,-895500
19700,505000_-905000,1605.9032352941176,12.741976850715504,34,2.1852310018163092,2.1852310018163092,505000,-905000
19701,505000_-914500,1715.1123529411764,3.333612022663607,17,0.8085196755453521,0.8085196755453521,505000,-914500
19702,505000_-935500,1791.11,20.758197309871505,10,6.564318361837401,6.564318361837401,505000,-935500
19703,505000_-936000,1857.5566666666664,24.03417346441624,18,5.664909012300835,5.664909012300835,505000,-936000
19704,505000_-939000,1803.0739999999998,7.353888427219957,25,1.4707776854439913,1.4707776854439913,505000,-939000
19705,505000_-939500,1787.0333333333335,2.8879115868276353,3,1.6673365320507747,1.6673365320507747,505000,-939500
19706,505000_-943500,2141.255,3.041249743115483,8,1.0752441583194017,1.0752441583194017,505000,-943500
19707,505000_-944000,2115.3314285714287,14.369494871328675,21,3.1356808545782564,3.1356808545782564,505000,-944000
19708,505000_-944500,2080.35,4.560000000000059,3,2.632717227504728,2.632717227504728,505000,-944500
19709,505000_-945000,2118.5299999999997,3.49959997714036,7,1.3227244611029598,1.3227244611029598,505000,-945000
19710,505000_-945500,2117.781,7.135934195471832,20,1.595643394404029,1.595643394404029,505000,-945500
19711,505000_-946000,2092.8985714285714,3.5485463153778944,7,1.3412244380406408,1.3412244380406408,505000,-946000
19712,505000_-952500,2068.0,,1,,,505000,-952500
19713,505000_-985500,1377.8716666666667,30.658977621955067,18,7.226390326910347,7.226390326910347,505000,-985500
19714,505000_-986000,1396.1770270270272,47.98959359792159,37,7.889440588693968,7.889440588693968,505000,-986000
19715,505500_-801500,2153.6233333333334,3.7882449762389943,9,1.262748325412998,1.262748325412998,505500,-801500
19716,505500_-802000,2125.0685000000003,24.134135308837283,20,5.396556712873805,5.396556712873805,505500,-802000
19717,505500_-802500,2023.042,13.02576562049223,5,5.825299477280071,5.825299477280071,505500,-802500
19718,505500_-803000,2063.4722857142856,35.598499231892085,35,6.017244617556685,6.017244617556685,505500,-803000
19719,505500_-803500,2078.0023287671233,52.351153561538034,73,6.127239069883208,6.127239069883208,505500,-803500
19720,505500_-804000,2014.4206,13.213385051931803,50,1.8686548345299878,1.8686548345299878,505500,-804000
19721,505500_-804500,2002.628888888889,6.4960576078452785,36,1.082676267974213,1.082676267974213,505500,-804500
19722,505500_-805000,2023.8438461538462,17.070318286334338,39,2.733438552055936,2.733438552055936,505500,-805000
19723,505500_-805500,2031.9038709677418,12.418956391317995,31,2.230510413520015,2.230510413520015,505500,-805500
19724,505500_-806000,2023.3078571428573,14.487408672806552,28,2.737862892143318,2.737862892143318,505500,-806000
19725,505500_-806500,2007.7644827586207,13.439694295579006,29,2.4956885772137385,2.4956885772137385,505500,-806500
19726,505500_-807000,1983.8360784313725,18.284088610420838,51,2.5602845135775665,2.5602845135775665,505500,-807000
19727,505500_-807500,1964.8445945945946,35.06950999202981,37,5.765391927984809,5.765391927984809,505500,-807500
19728,505500_-808000,1950.8825714285715,59.491771420278845,35,10.055944747437005,10.055944747437005,505500,-808000
19729,505500_-808500,1959.0753846153846,66.86440831406728,39,10.706874258601111,10.706874258601111,505500,-808500
19730,505500_-809000,2022.800731707317,39.9188611680145,41,6.23427871891782,6.23427871891782,505500,-809000
19731,505500_-809500,2068.548936170213,7.853090566926994,47,1.145490988777002,1.145490988777002,505500,-809500
19732,505500_-810000,2062.7316071428572,6.359648011067131,56,0.8498437127818406,0.8498437127818406,505500,-810000
19733,505500_-810500,2053.3149122807017,5.714497266603753,57,0.7569036533976419,0.7569036533976419,505500,-810500
19734,505500_-811000,2034.3736842105263,11.376253562257775,57,1.5068215945386891,1.5068215945386891,505500,-811000
19735,505500_-811500,2043.9158536585367,12.388434319075609,41,1.9347483915199497,1.9347483915199497,505500,-811500
19736,505500_-812000,2072.4068965517245,20.783676820223093,29,3.8594318956938816,3.8594318956938816,505500,-812000
19737,505500_-812500,2114.8773333333334,7.6908976502530795,15,1.9857812344543955,1.9857812344543955,505500,-812500
19738,505500_-815500,2050.633181818182,1.7207788556722519,22,0.36687128471891167,0.36687128471891167,505500,-815500
19739,505500_-817500,2078.2645,30.59006847345269,20,6.840147254301343,6.840147254301343,505500,-817500
19740,505500_-818000,2160.8375,11.145155524561886,4,5.572577762280943,5.572577762280943,505500,-818000
19741,505500_-819000,2218.9583333333335,32.685521034459946,18,7.704051190027389,7.704051190027389,505500,-819000
19742,505500_-819500,2306.4283333333333,18.75533128246891,12,5.414197782337017,5.414197782337017,505500,-819500
19743,505500_-820000,2330.17,37.10843018070425,22,7.9115438973583,7.9115438973583,505500,-820000
19744,505500_-823000,2360.5384999999997,7.77242851366302,20,1.7379678506808165,1.7379678506808165,505500,-823000
19745,505500_-825500,2406.818,1.7872940440790404,5,0.7993021956682479,0.7993021956682479,505500,-825500
19746,505500_-826000,2428.3234375,5.743518989527564,32,1.0153203063421619,1.0153203063421619,505500,-826000
19747,505500_-826500,2429.805714285714,0.6388233230675937,7,0.24145252064924635,0.24145252064924635,505500,-826500
19748,505500_-831000,2285.3458333333333,35.178423531233655,36,5.8630705885389425,5.8630705885389425,505500,-831000
19749,505500_-831500,2298.688333333333,10.644535510386884,24,2.1728067124486645,2.1728067124486645,505500,-831500
19750,505500_-832000,2308.103333333333,4.639011388934678,6,1.8938684689749732,1.8938684689749732,505500,-832000
19751,505500_-833000,2260.9875,2.620996947727913,4,1.3104984738639565,1.3104984738639565,505500,-833000
19752,505500_-833500,2260.112777777778,2.7992494909205856,18,0.6597894324209791,0.6597894324209791,505500,-833500
19753,505500_-836000,2197.7490000000003,15.414445344000129,20,3.4467747624639418,3.4467747624639418,505500,-836000
19754,505500_-838000,2112.8215,5.898262255239015,20,1.318891535183565,1.318891535183565,505500,-838000
19755,505500_-838500,2122.61,0.5422176684689268,4,0.2711088342344634,0.2711088342344634,505500,-838500
19756,505500_-839000,2186.4983333333334,21.046070263339423,18,4.960606333511952,4.960606333511952,505500,-839000
19757,505500_-839500,2112.668181818182,3.106293026041888,11,0.9365825869344199,0.9365825869344199,505500,-839500
19758,505500_-840000,2120.8852941176474,9.591588188125614,17,2.3263018362981542,2.3263018362981542,505500,-840000
19759,505500_-840500,2145.044705882353,6.821554182925285,17,1.6544699074749956,1.6544699074749956,505500,-840500
19760,505500_-841000,2145.7170588235294,4.784933077779009,17,1.1605167347761562,1.1605167347761562,505500,-841000
19761,505500_-841500,2123.9829411764704,8.537234450266935,17,2.0705834934772054,2.0705834934772054,505500,-841500
19762,505500_-842000,2096.975909090909,11.325077381882522,22,2.414514610600075,2.414514610600075,505500,-842000
19763,505500_-842500,2077.9219444444443,7.0873435762811265,36,1.1812239293801878,1.1812239293801878,505500,-842500
19764,505500_-843000,2066.3705882352942,7.173972461778332,17,1.7399438950108481,1.7399438950108481,505500,-843000
19765,505500_-843500,2061.1103125,4.320364742946566,32,0.763739801734198,0.763739801734198,505500,-843500
19766,505500_-844000,2048.6370270270268,9.059582975705405,37,1.489386266614824,1.489386266614824,505500,-844000
19767,505500_-844500,2050.8121052631577,8.361345305728875,19,1.9182241694589663,1.9182241694589663,505500,-844500
19768,505500_-845000,2096.478,15.579048292956958,15,4.022492972558893,4.022492972558893,505500,-845000
19769,505500_-847500,2143.1400000000003,25.50798482828456,21,5.566298633399959,5.566298633399959,505500,-847500
19770,505500_-850500,2018.3733333333332,4.4750009310985375,3,2.5836429921935666,2.5836429921935666,505500,-850500
19771,505500_-851000,1963.3786363636364,27.774732829790455,22,5.921592935897015,5.921592935897015,505500,-851000
19772,505500_-851500,1927.0349999999999,0.7566042558696412,2,0.535000000000025,0.535000000000025,505500,-851500
19773,505500_-857000,1935.1963636363637,13.212755407353365,11,3.98379564844823,3.98379564844823,505500,-857000
19774,505500_-857500,1940.6464285714285,12.974056721095316,14,3.4674625119221707,3.4674625119221707,505500,-857500
19775,505500_-858000,1930.198888888889,17.283308743151895,9,5.761102914383965,5.761102914383965,505500,-858000
19776,505500_-858500,1938.7559259259258,11.191917502328097,27,2.153885527572404,2.153885527572404,505500,-858500
19777,505500_-859000,2009.685,2.90620887067672,2,2.055000000000007,2.055000000000007,505500,-859000
19778,505500_-859500,2017.111,10.482531785383715,20,2.3439653648420222,2.3439653648420222,505500,-859500
19779,505500_-860000,2047.006,3.729582043905587,10,1.1793973979207761,1.1793973979207761,505500,-860000
19780,505500_-866500,2171.7250000000004,3.2880465325176713,2,2.325000000000159,2.325000000000159,505500,-866500
19781,505500_-867000,2209.5533333333333,14.099007530082798,21,3.076655677636038,3.076655677636038,505500,-867000
19782,505500_-867500,2189.5285714285715,5.499728564730431,7,2.078702008662131,2.078702008662131,505500,-867500
19783,505500_-868000,2199.833,26.768665322684594,20,5.985655532846409,5.985655532846409,505500,-868000
19784,505500_-870500,2079.099411764706,21.114147481864233,34,3.6210464196299816,3.6210464196299816,505500,-870500
19785,505500_-876500,1855.145,3.0617723625376994,2,2.1649999999999636,2.1649999999999636,505500,-876500
19786,505500_-877000,1880.609375,7.293218282532459,16,1.8233045706331148,1.8233045706331148,505500,-877000
19787,505500_-887000,1631.6233333333332,1.515002750272745,3,0.8746872456929927,0.8746872456929927,505500,-887000
19788,505500_-887500,1651.38,9.77560910293239,16,2.4439022757330977,2.4439022757330977,505500,-887500
19789,505500_-890500,1578.3728571428571,3.269569316665908,14,0.8738291560908873,0.8738291560908873,505500,-890500
19790,505500_-891000,1574.5666666666666,3.5511621958420068,18,0.8370169565910646,0.8370169565910646,505500,-891000
19791,505500_-891500,1568.054,3.0771819720141282,10,0.9730903806373156,0.9730903806373156,505500,-891500
19792,505500_-895000,1645.3905555555555,3.16856707681268,18,0.7468384222195609,0.7468384222195609,505500,-895000
19793,505500_-895500,1648.078,7.575910506335171,5,3.3880501767240583,3.3880501767240583,505500,-895500
19794,505500_-896000,1656.9399999999998,5.3994888646981805,6,2.204332098391697,2.204332098391697,505500,-896000
19795,505500_-904500,1660.718,0.9532418371012141,5,0.42630270935101916,0.42630270935101916,505500,-904500
19796,505500_-905000,1647.893103448276,15.274093871521801,29,2.836328026820276,2.836328026820276,505500,-905000
19797,505500_-914500,1742.580588235294,9.952105600442245,17,2.4137401522308495,2.4137401522308495,505500,-914500
19798,505500_-935000,1665.6364705882352,27.855775420273417,17,6.756017902427734,6.756017902427734,505500,-935000
19799,505500_-935500,1723.4663636363637,23.64714455181742,11,7.129882349243208,7.129882349243208,505500,-935500
19800,505500_-939500,1687.6632432432432,76.27260714240921,37,12.539139373351437,12.539139373351437,505500,-939500
19801,505500_-943000,2116.7830000000004,6.578353737428198,20,1.4709646136929253,1.4709646136929253,505500,-943000
19802,505500_-943500,2122.0141666666664,8.808042253153213,12,2.542662782945803,2.542662782945803,505500,-943500
19803,505500_-944000,2113.01,5.685138520739977,2,4.020000000000095,4.020000000000095,505500,-944000
19804,505500_-944500,2107.40125,4.528649081127857,40,0.716042290999634,0.716042290999634,505500,-944500
19805,505500_-945000,2110.1425,1.6629116031827516,12,0.4800412308680569,0.4800412308680569,505500,-945000
19806,505500_-986000,1466.326111111111,39.013509548636826,36,6.502251591439471,6.502251591439471,505500,-986000
19807,505500_-986500,1513.7283333333335,30.484592492138784,18,7.185287357633284,7.185287357633284,505500,-986500
19808,506000_-801000,2202.505294117647,5.033964786387533,17,1.2209157958773906,1.2209157958773906,506000,-801000
19809,506000_-801500,2177.7866666666664,10.497594818323737,12,3.0303945971014152,3.0303945971014152,506000,-801500
19810,506000_-802500,2204.71,,1,,,506000,-802500
19811,506000_-803000,2186.6197142857145,7.3963784801650485,35,1.250216148418786,1.250216148418786,506000,-803000
19812,506000_-803500,2167.7285714285713,6.2999668584511985,14,1.683736966596782,1.683736966596782,506000,-803500
19813,506000_-807000,1959.2036842105265,8.615137330772535,19,1.9764480531348536,1.9764480531348536,506000,-807000
19814,506000_-811000,2044.3733333333332,2.9750014005597754,3,1.7176178594527,1.7176178594527,506000,-811000
19815,506000_-811500,2074.366842105263,13.2606150572252,19,3.0421937349283406,3.0421937349283406,506000,-811500
19816,506000_-812000,2074.2885714285717,4.772080009707385,7,1.8036767060269197,1.8036767060269197,506000,-812000
19817,506000_-812500,2068.3033333333333,25.114506993736754,27,4.8332891244662175,4.8332891244662175,506000,-812500
19818,506000_-813000,2077.285128205128,22.900806567247713,39,3.667063876260791,3.667063876260791,506000,-813000
19819,506000_-813500,2072.5315,20.088332185624687,40,3.176244205032119,3.176244205032119,506000,-813500
19820,506000_-814000,2069.85325,27.982627613235472,40,4.4244419087072675,4.4244419087072675,506000,-814000
19821,506000_-814500,2058.8815789473683,21.351051816146015,38,3.4635979682517553,3.4635979682517553,506000,-814500
19822,506000_-815000,2062.697894736842,24.62194463502503,38,3.994206849696715,3.994206849696715,506000,-815000
19823,506000_-815500,2054.863947368421,13.767629197755195,38,2.233404374061228,2.233404374061228,506000,-815500
19824,506000_-816000,2051.133846153846,15.863301235667393,52,2.199844077051156,2.199844077051156,506000,-816000
19825,506000_-816500,2037.9064705882352,10.264614970816423,34,1.760366944527631,1.760366944527631,506000,-816500
19826,506000_-817000,2020.3267857142857,40.579163041108764,56,5.42261875506674,5.42261875506674,506000,-817000
19827,506000_-817500,1992.9807692307693,29.64388837203666,39,4.74682111661832,4.74682111661832,506000,-817500
19828,506000_-818000,1985.5465,17.313166354266993,20,3.8713416873903204,3.8713416873903204,506000,-818000
19829,506000_-818500,2089.4038095238097,41.042354157162166,21,8.95617593449434,8.95617593449434,506000,-818500
19830,506000_-819000,2163.05,4.299209229614157,2,3.039999999999963,3.039999999999963,506000,-819000
19831,506000_-820000,2312.96,2.036467529817334,2,1.4400000000000546,1.4400000000000546,506000,-820000
19832,506000_-820500,2287.847894736842,10.894165400161798,19,2.4992929501854007,2.4992929501854007,506000,-820500
19833,506000_-822500,2358.2511764705882,3.1317804088748122,17,0.759568318942995,0.759568318942995,506000,-822500
19834,506000_-823000,2362.965,4.996148516607456,4,2.498074258303728,2.498074258303728,506000,-823000
19835,506000_-825500,2427.5716666666667,2.7066578966867865,12,0.7813448326281712,0.7813448326281712,506000,-825500
19836,506000_-826000,2430.435652173913,1.6791686960757,23,0.3501308767652069,0.3501308767652069,506000,-826000
19837,506000_-826500,2429.66,8.773570701666625,8,3.101925669184043,3.101925669184043,506000,-826500
19838,506000_-830500,2292.403846153846,17.488566997928395,13,4.850455772724474,4.850455772724474,506000,-830500
19839,506000_-831000,2319.661666666667,19.4058186369371,12,5.601977306940346,5.601977306940346,506000,-831000
19840,506000_-831500,2336.720476190476,7.6294730030518085,42,1.1772532428162354,1.1772532428162354,506000,-831500
19841,506000_-832000,2390.604705882353,28.084898102214392,51,3.932672347448686,3.932672347448686,506000,-832000
19842,506000_-832500,2351.8865,51.26358626334044,20,11.462886365525366,11.462886365525366,506000,-832500
19843,506000_-833000,2227.288636363636,13.13346336488262,22,2.80006379762314,2.80006379762314,506000,-833000
19844,506000_-834000,2176.7200000000003,1.994041122946019,2,1.4099999999999682,1.4099999999999682,506000,-834000
19845,506000_-834500,2170.3572222222224,4.5704521665296465,18,1.0772659066806203,1.0772659066806203,506000,-834500
19846,506000_-835000,2173.8070588235296,3.1158742045890517,17,0.7557104977445925,0.7557104977445925,506000,-835000
19847,506000_-835500,2172.2053333333333,16.28024267660615,30,2.9723520518784903,2.9723520518784903,506000,-835500
19848,506000_-836000,2156.3745833333332,30.48173451346356,24,6.222058002747415,6.222058002747415,506000,-836000
19849,506000_-836500,2117.0200000000004,7.770928998517463,17,1.8847271217683979,1.8847271217683979,506000,-836500
19850,506000_-837000,2114.617058823529,5.528915767021934,17,1.3409590413279011,1.3409590413279011,506000,-837000
19851,506000_-837500,2125.722894736842,8.732603063170368,38,1.4166152790783473,1.4166152790783473,506000,-837500
19852,506000_-838000,2133.2657142857142,12.235642840255126,21,2.6700361662815992,2.6700361662815992,506000,-838000
19853,506000_-838500,2150.2884210526317,9.432474792002038,19,2.1639581266227217,2.1639581266227217,506000,-838500
19854,506000_-839000,2145.2042424242427,13.026643137792188,33,2.2676475023982405,2.2676475023982405,506000,-839000
19855,506000_-839500,2109.29,5.953603950549694,6,2.430548634910814,2.430548634910814,506000,-839500
19856,506000_-842500,2089.074375,3.2452056303620367,16,0.8113014075905092,0.8113014075905092,506000,-842500
19857,506000_-843000,2072.693076923077,6.866636407045056,39,1.0995418107109216,1.0995418107109216,506000,-843000
19858,506000_-843500,2063.4,0.21272047386194096,5,0.09513148795225343,0.09513148795225343,506000,-843500
19859,506000_-847000,2213.330769230769,12.63970362359444,13,3.505623040118288,3.505623040118288,506000,-847000
19860,506000_-847500,2209.4075,12.309394495958871,8,4.352028160196441,4.352028160196441,506000,-847500
19861,506000_-851500,1935.7314999999999,6.695199596097314,20,1.497092141980273,1.497092141980273,506000,-851500
19862,506000_-852000,1952.76,2.0315019074566667,6,0.8293571807932612,0.8293571807932612,506000,-852000
19863,506000_-855500,1875.2355555555555,16.4228781819076,9,5.474292727302533,5.474292727302533,506000,-855500
19864,506000_-856000,1885.1653333333334,19.421227291904295,15,5.014539324296954,5.014539324296954,506000,-856000
19865,506000_-856500,1889.017894736842,13.805063313850333,19,3.167098731276543,3.167098731276543,506000,-856500
19866,506000_-857000,1926.8175,16.083876761112954,4,8.041938380556477,8.041938380556477,506000,-857000
19867,506000_-858000,1929.9784615384617,11.545728536385091,13,3.202208942348019,3.202208942348019,506000,-858000
19868,506000_-858500,1945.9285,18.91785240815777,20,4.230160397294887,4.230160397294887,506000,-858500
19869,506000_-859000,2011.4142105263159,18.126979682166166,19,4.158614346640913,4.158614346640913,506000,-859000
19870,506000_-867500,2122.614814814815,28.735139084988145,27,5.530080095306414,5.530080095306414,506000,-867500
19871,506000_-868000,2050.9995833333332,58.22845064945676,24,11.885832717000069,11.885832717000069,506000,-868000
19872,506000_-870500,2128.180294117647,16.801403528186253,34,2.8814169334922983,2.8814169334922983,506000,-870500
19873,506000_-876500,1830.925789473684,6.8302499675988635,19,1.5669668088360738,1.5669668088360738,506000,-876500
19874,506000_-887000,1624.3566666666666,1.7732588809374497,18,0.4179611265033798,0.4179611265033798,506000,-887000
19875,506000_-891500,1589.8755555555554,15.31954887644475,9,5.1065162921482505,5.1065162921482505,506000,-891500
19876,506000_-892000,1622.3657894736843,2.6778770940792285,19,0.6143471387533536,0.6143471387533536,506000,-892000
19877,506000_-892500,1634.7453333333333,5.053917669444604,15,1.3049159311241567,1.3049159311241567,506000,-892500
19878,506000_-894500,1643.7,0.6187891401762119,5,0.27673091623453117,0.27673091623453117,506000,-894500
19879,506000_-895000,1648.0916666666665,1.8286747975382465,12,0.5278929433094955,0.5278929433094955,506000,-895000
19880,506000_-896000,1674.9533333333334,9.889763647327328,9,3.296587882442443,3.296587882442443,506000,-896000
19881,506000_-896500,1687.61,3.2512920508622414,3,1.8771343407794057,1.8771343407794057,506000,-896500
19882,506000_-904500,1654.3444,6.179097884535117,25,1.2358195769070233,1.2358195769070233,506000,-904500
19883,506000_-905000,1674.4244444444444,2.8938689980333137,9,0.9646229993444378,0.9646229993444378,506000,-905000
19884,506000_-914500,1771.9076470588236,16.81265502880626,17,4.077667795931774,4.077667795931774,506000,-914500
19885,506000_-934000,1611.925,4.334564568673613,2,3.065000000000054,3.065000000000054,506000,-934000
19886,506000_-934500,1604.192380952381,8.000228062225405,21,1.7457928891456096,1.7457928891456096,506000,-934500
19887,506000_-935000,1616.4720000000002,10.40079660410671,5,4.651377645386314,4.651377645386314,506000,-935000
19888,506000_-939500,1560.20125,12.09321467069157,8,4.275597049995325,4.275597049995325,506000,-939500
19889,506000_-940000,1526.3226923076923,15.19346795374699,26,2.9796842144347133,2.9796842144347133,506000,-940000
19890,506000_-942000,1893.7066666666667,90.37783349847896,12,26.089833249561003,26.089833249561003,506000,-942000
19891,506000_-942500,2093.3385,27.036044220729725,20,6.045443272024199,6.045443272024199,506000,-942500
19892,506000_-943500,2134.6666666666665,10.317738101940252,30,1.883752633621071,1.883752633621071,506000,-943500
19893,506000_-944000,2123.928947368421,6.255989471492522,38,1.0148555026446051,1.0148555026446051,506000,-944000
19894,506000_-957000,1741.3233333333335,1.3086379687801006,3,0.7555424835469562,0.7555424835469562,506000,-957000
19895,506000_-982000,1209.724,1.2469482747892657,5,0.557652221370977,0.557652221370977,506000,-982000
19896,506000_-986500,1560.0525,43.765656524558636,40,6.919957895510712,6.919957895510712,506000,-986500
19897,506000_-987000,1503.2549999999999,110.17705107386634,10,34.8410427274118,34.8410427274118,506000,-987000
19898,506500_-800500,2214.546363636364,1.1845866175781585,11,0.3571663038348157,0.3571663038348157,506500,-800500
19899,506500_-801000,2211.5249999999996,0.8209547287558584,4,0.4104773643779292,0.4104773643779292,506500,-801000
19900,506500_-802000,2267.3366666666666,5.747641835280464,6,2.34646495345183,2.34646495345183,506500,-802000
19901,506500_-802500,2241.3675,22.60242027179509,36,3.7670700452991817,3.7670700452991817,506500,-802500
19902,506500_-803000,2208.402727272727,9.09346038745324,11,2.741781468285658,2.741781468285658,506500,-803000
19903,506500_-807000,1944.24,,1,,,506500,-807000
19904,506500_-807500,1956.8871428571426,6.662101877678807,21,1.4537898162843126,1.4537898162843126,506500,-807500
19905,506500_-808000,1985.9583333333333,11.456242694123883,6,4.676991495015196,4.676991495015196,506500,-808000
19906,506500_-811500,2075.8114285714287,10.038607852638066,7,3.7942371267686363,3.7942371267686363,506500,-811500
19907,506500_-812000,2063.708,17.964370371853757,15,4.638380485019436,4.638380485019436,506500,-812000
19908,506500_-816000,2057.380909090909,7.822974440128906,11,2.358715542040744,2.358715542040744,506500,-816000
19909,506500_-816500,2085.886206896552,8.26423292343637,29,1.534629527491443,1.534629527491443,506500,-816500
19910,506500_-817000,2067.6099999999997,2.025857842988873,5,0.9059911699348432,0.9059911699348432,506500,-817000
19911,506500_-817500,2006.4108333333334,15.37865135258102,12,4.439434249093027,4.439434249093027,506500,-817500
19912,506500_-818000,1982.1983783783783,10.238298337753843,37,1.6831658784568548,1.6831658784568548,506500,-818000
19913,506500_-818500,1978.996111111111,9.69687763525023,36,1.616146272541705,1.616146272541705,506500,-818500
19914,506500_-819000,2035.2452380952382,24.105299338329722,21,5.260207565117375,5.260207565117375,506500,-819000
19915,506500_-819500,2109.438125,21.624348381319326,16,5.4060870953298314,5.4060870953298314,506500,-819500
19916,506500_-820000,2111.723125,14.103489269798795,16,3.5258723174496986,3.5258723174496986,506500,-820000
19917,506500_-820500,2132.3193333333334,81.5267459787589,30,14.88467927085328,14.88467927085328,506500,-820500
19918,506500_-821000,2139.8775862068965,54.336962009244424,29,10.090120535820263,10.090120535820263,506500,-821000
19919,506500_-821500,2152.365625,5.318112407925989,16,1.3295281019814973,1.3295281019814973,506500,-821500
19920,506500_-822000,2177.2485714285713,49.49991715027013,28,9.354605049851129,9.354605049851129,506500,-822000
19921,506500_-822500,2229.1445454545456,77.36421556875132,33,13.467381301059534,13.467381301059534,506500,-822500
19922,506500_-823000,2164.841,8.102384354140558,10,2.5621989037196484,2.5621989037196484,506500,-823000
19923,506500_-825000,2378.5833333333335,13.172401071938385,9,4.390800357312795,4.390800357312795,506500,-825000
19924,506500_-825500,2423.8135714285713,10.555389878848498,14,2.8210466078908842,2.8210466078908842,506500,-825500
19925,506500_-826500,2395.646111111111,5.339842626992412,18,1.258612977338441,1.258612977338441,506500,-826500
19926,506500_-827000,2411.716,2.0664897773762214,5,0.9241623234043276,0.9241623234043276,506500,-827000
19927,506500_-830500,2313.31,28.36404668668513,19,6.507158586164744,6.507158586164744,506500,-830500
19928,506500_-832000,2310.346666666667,38.509777503035934,21,8.403522400169985,8.403522400169985,506500,-832000
19929,506500_-832500,2226.820806451613,20.662368764145395,62,2.624123457171234,2.624123457171234,506500,-832500
19930,506500_-833000,2250.3976470588236,32.19574534838894,34,5.521524774857213,5.521524774857213,506500,-833000
19931,506500_-833500,2256.349411764706,16.172524335500356,17,3.922413298125884,3.922413298125884,506500,-833500
19932,506500_-834000,2201.9726666666666,9.15815364007597,15,2.3646251020015376,2.3646251020015376,506500,-834000
19933,506500_-835000,2137.58,,1,,,506500,-835000
19934,506500_-835500,2156.226315789474,11.159415660989199,19,2.5601455334324767,2.5601455334324767,506500,-835500
19935,506500_-837000,2226.7575,10.344167883910455,20,2.313026255909393,2.313026255909393,506500,-837000
19936,506500_-837500,2170.7966666666666,15.675000265816122,3,9.049965623016394,9.049965623016394,506500,-837500
19937,506500_-838500,2167.9022727272727,7.050096204557129,22,1.5030855611875502,1.5030855611875502,506500,-838500
19938,506500_-841500,2119.9328571428573,0.3495098608872211,7,0.13210231038176684,0.13210231038176684,506500,-841500
19939,506500_-842000,2109.641052631579,3.670028602275646,19,0.8419623051170193,0.8419623051170193,506500,-842000
19940,506500_-842500,2103.23,4.050058641550648,9,1.3500195471835494,1.3500195471835494,506500,-842500
19941,506500_-843000,2061.5499999999997,0.810000000000116,3,0.46765371804366385,0.46765371804366385,506500,-843000
19942,506500_-843500,2052.9554545454544,3.574211504484399,22,0.762024453162538,0.762024453162538,506500,-843500
19943,506500_-846500,2148.64,0.0,3,0.0,0.0,506500,-846500
19944,506500_-847000,2158.91,11.659447349681853,17,2.8278313505333044,2.8278313505333044,506500,-847000
19945,506500_-850500,1981.0,,1,,,506500,-850500
19946,506500_-852000,1946.4675,9.012678847046512,16,2.253169711761628,2.253169711761628,506500,-852000
19947,506500_-852500,1917.0891666666666,6.67431366350042,12,1.9267083951389825,1.9267083951389825,506500,-852500
19948,506500_-854000,1867.493125,11.953891259752883,16,2.9884728149382207,2.9884728149382207,506500,-854000
19949,506500_-854500,1872.3733333333334,14.623013691156975,18,3.446677380800275,3.446677380800275,506500,-854500
19950,506500_-855000,1880.045,11.776746013507568,16,2.944186503376892,2.944186503376892,506500,-855000
19951,506500_-855500,1873.3933333333334,12.267454231964011,3,7.082618003095837,7.082618003095837,506500,-855500
19952,506500_-857500,1877.0375,0.3201431971269077,4,0.16007159856345385,0.16007159856345385,506500,-857500
19953,506500_-858000,1892.196,11.579915371020764,40,1.8309453842209695,1.8309453842209695,506500,-858000
19954,506500_-858500,1900.8342857142857,7.29071751645607,7,2.75563220396646,2.75563220396646,506500,-858500
